FRECUENCIA;DIAMES;DIASEMANA;MESTEXTO;AÑO;VALOR
24 MAY 2012;24;jueves;mayo;2012;6534,40
25 MAY 2012;25;viernes;mayo;2012;6543,00
28 MAY 2012;28;lunes;mayo;2012;6401,20
29 MAY 2012;29;martes;mayo;2012;6251,70
30 MAY 2012;30;miércoles;mayo;2012;6090,40
31 MAY 2012;31;jueves;mayo;2012;6089,80
01 JUN 2012;1;viernes;junio;2012;6065,00
04 JUN 2012;4;lunes;junio;2012;6239,50
05 JUN 2012;5;martes;junio;2012;6267,80
06 JUN 2012;6;miércoles;junio;2012;6418,90
07 JUN 2012;7;jueves;junio;2012;6438,10
08 JUN 2012;8;viernes;junio;2012;6552,00
11 JUN 2012;11;lunes;junio;2012;6516,40
12 JUN 2012;12;martes;junio;2012;6522,50
13 JUN 2012;13;miércoles;junio;2012;6615,30
14 JUN 2012;14;jueves;junio;2012;6696,00
15 JUN 2012;15;viernes;junio;2012;6719,00
18 JUN 2012;18;lunes;junio;2012;6519,90
19 JUN 2012;19;martes;junio;2012;6693,90
20 JUN 2012;20;miércoles;junio;2012;6796,10
21 JUN 2012;21;jueves;junio;2012;6773,50
22 JUN 2012;22;viernes;junio;2012;6876,30
25 JUN 2012;25;lunes;junio;2012;6624,00
26 JUN 2012;26;martes;junio;2012;6528,40
27 JUN 2012;27;miércoles;junio;2012;6666,90
28 JUN 2012;28;jueves;junio;2012;6721,70
29 JUN 2012;29;viernes;junio;2012;7102,20
02 JUL 2012;2;lunes;julio;2012;7124,00
03 JUL 2012;3;martes;julio;2012;7219,50
04 JUL 2012;4;miércoles;julio;2012;7168,50
05 JUL 2012;5;jueves;julio;2012;6954,20
06 JUL 2012;6;viernes;julio;2012;6738,90
09 JUL 2012;9;lunes;julio;2012;6688,30
10 JUL 2012;10;martes;julio;2012;6726,90
11 JUL 2012;11;miércoles;julio;2012;6805,90
12 JUL 2012;12;jueves;julio;2012;6630,10
13 JUL 2012;13;viernes;julio;2012;6664,60
16 JUL 2012;16;lunes;julio;2012;6532,10
17 JUL 2012;17;martes;julio;2012;6558,20
18 JUL 2012;18;miércoles;julio;2012;6591,20
19 JUL 2012;19;jueves;julio;2012;6632,60
20 JUL 2012;20;viernes;julio;2012;6246,30
23 JUL 2012;23;lunes;julio;2012;6177,40
24 JUL 2012;24;martes;julio;2012;5956,30
25 JUL 2012;25;miércoles;julio;2012;6004,90
26 JUL 2012;26;jueves;julio;2012;6368,80
27 JUL 2012;27;viernes;julio;2012;6617,60
30 JUL 2012;30;lunes;julio;2012;6801,80
31 JUL 2012;31;martes;julio;2012;6738,10
01 AGO 2012;1;miércoles;agosto;2012;6720,00
02 AGO 2012;2;jueves;agosto;2012;6373,40
03 AGO 2012;3;viernes;agosto;2012;6755,70
06 AGO 2012;6;lunes;agosto;2012;7053,60
07 AGO 2012;7;martes;agosto;2012;7211,10
08 AGO 2012;8;miércoles;agosto;2012;7150,20
09 AGO 2012;9;jueves;agosto;2012;7110,20
10 AGO 2012;10;viernes;agosto;2012;7047,70
13 AGO 2012;13;lunes;agosto;2012;7069,60
14 AGO 2012;14;martes;agosto;2012;7124,80
15 AGO 2012;15;miércoles;agosto;2012;7128,90
16 AGO 2012;16;jueves;agosto;2012;7417,30
17 AGO 2012;17;viernes;agosto;2012;7561,00
20 AGO 2012;20;lunes;agosto;2012;7469,60
21 AGO 2012;21;martes;agosto;2012;7544,50
22 AGO 2012;22;miércoles;agosto;2012;7340,70
23 AGO 2012;23;jueves;agosto;2012;7282,90
24 AGO 2012;24;viernes;agosto;2012;7310,30
27 AGO 2012;27;lunes;agosto;2012;7398,90
28 AGO 2012;28;martes;agosto;2012;7333,50
29 AGO 2012;29;miércoles;agosto;2012;7306,00
30 AGO 2012;30;jueves;agosto;2012;7195,00
31 AGO 2012;31;viernes;agosto;2012;7420,50
03 SEP 2012;3;lunes;septiembre;2012;7434,20
04 SEP 2012;4;martes;septiembre;2012;7488,20
05 SEP 2012;5;miércoles;septiembre;2012;7494,00
06 SEP 2012;6;jueves;septiembre;2012;7862,00
07 SEP 2012;7;viernes;septiembre;2012;7882,80
10 SEP 2012;10;lunes;septiembre;2012;7857,70
11 SEP 2012;11;martes;septiembre;2012;7930,40
12 SEP 2012;12;miércoles;septiembre;2012;7992,10
13 SEP 2012;13;jueves;septiembre;2012;7935,90
14 SEP 2012;14;viernes;septiembre;2012;8154,50
17 SEP 2012;17;lunes;septiembre;2012;8148,00
18 SEP 2012;18;martes;septiembre;2012;8058,30
19 SEP 2012;19;miércoles;septiembre;2012;8098,80
20 SEP 2012;20;jueves;septiembre;2012;8022,10
21 SEP 2012;21;viernes;septiembre;2012;8230,70
24 SEP 2012;24;lunes;septiembre;2012;8138,40
25 SEP 2012;25;martes;septiembre;2012;8175,00
26 SEP 2012;26;miércoles;septiembre;2012;7854,40
27 SEP 2012;27;jueves;septiembre;2012;7842,30
28 SEP 2012;28;viernes;septiembre;2012;7708,50
01 OCT 2012;1;lunes;octubre;2012;7784,10
02 OCT 2012;2;martes;octubre;2012;7867,10
03 OCT 2012;3;miércoles;octubre;2012;7826,70
04 OCT 2012;4;jueves;octubre;2012;7812,80
05 OCT 2012;5;viernes;octubre;2012;7954,40
08 OCT 2012;8;lunes;octubre;2012;7891,00
09 OCT 2012;9;martes;octubre;2012;7745,40
10 OCT 2012;10;miércoles;octubre;2012;7668,00
11 OCT 2012;11;jueves;octubre;2012;7734,70
12 OCT 2012;12;viernes;octubre;2012;7652,40
15 OCT 2012;15;lunes;octubre;2012;7678,50
16 OCT 2012;16;martes;octubre;2012;7940,20
17 OCT 2012;17;miércoles;octubre;2012;8128,20
18 OCT 2012;18;jueves;octubre;2012;8100,30
19 OCT 2012;19;viernes;octubre;2012;7913,40
22 OCT 2012;22;lunes;octubre;2012;7877,10
23 OCT 2012;23;martes;octubre;2012;7747,70
24 OCT 2012;24;miércoles;octubre;2012;7791,50
25 OCT 2012;25;jueves;octubre;2012;7779,20
26 OCT 2012;26;viernes;octubre;2012;7775,60
29 OCT 2012;29;lunes;octubre;2012;7728,60
30 OCT 2012;30;martes;octubre;2012;7833,90
31 OCT 2012;31;miércoles;octubre;2012;7842,90
01 NOV 2012;1;jueves;noviembre;2012;7886,40
02 NOV 2012;2;viernes;noviembre;2012;7968,90
05 NOV 2012;5;lunes;noviembre;2012;7818,60
06 NOV 2012;6;martes;noviembre;2012;7837,60
07 NOV 2012;7;miércoles;noviembre;2012;7660,70
08 NOV 2012;8;jueves;noviembre;2012;7624,10
09 NOV 2012;9;viernes;noviembre;2012;7636,60
12 NOV 2012;12;lunes;noviembre;2012;7567,80
13 NOV 2012;13;martes;noviembre;2012;7693,40
14 NOV 2012;14;miércoles;noviembre;2012;7673,00
15 NOV 2012;15;jueves;noviembre;2012;7695,50
16 NOV 2012;16;viernes;noviembre;2012;7588,20
19 NOV 2012;19;lunes;noviembre;2012;7763,80
20 NOV 2012;20;martes;noviembre;2012;7778,70
21 NOV 2012;21;miércoles;noviembre;2012;7805,40
22 NOV 2012;22;jueves;noviembre;2012;7875,60
23 NOV 2012;23;viernes;noviembre;2012;7909,60
26 NOV 2012;26;lunes;noviembre;2012;7874,80
27 NOV 2012;27;martes;noviembre;2012;7863,70
28 NOV 2012;28;miércoles;noviembre;2012;7837,60
29 NOV 2012;29;jueves;noviembre;2012;7973,70
30 NOV 2012;30;viernes;noviembre;2012;7934,60
03 DIC 2012;3;lunes;diciembre;2012;7889,20
04 DIC 2012;4;martes;diciembre;2012;7902,40
05 DIC 2012;5;miércoles;diciembre;2012;7883,20
06 DIC 2012;6;jueves;diciembre;2012;7910,80
07 DIC 2012;7;viernes;diciembre;2012;7848,50
10 DIC 2012;10;lunes;diciembre;2012;7804,40
11 DIC 2012;11;martes;diciembre;2012;7920,90
12 DIC 2012;12;miércoles;diciembre;2012;7986,80
13 DIC 2012;13;jueves;diciembre;2012;8017,10
14 DIC 2012;14;viernes;diciembre;2012;8024,10
17 DIC 2012;17;lunes;diciembre;2012;8040,30
18 DIC 2012;18;martes;diciembre;2012;8168,80
19 DIC 2012;19;miércoles;diciembre;2012;8264,20
20 DIC 2012;20;jueves;diciembre;2012;8264,20
21 DIC 2012;21;viernes;diciembre;2012;8291,00
24 DIC 2012;24;lunes;diciembre;2012;8299,50
25 DIC 2012;25;martes;diciembre;2012;-
26 DIC 2012;26;miércoles;diciembre;2012;-
27 DIC 2012;27;jueves;diciembre;2012;8280,90
28 DIC 2012;28;viernes;diciembre;2012;8131,00
31 DIC 2012;31;lunes;diciembre;2012;8167,50
01 ENE 2013;1;martes;enero;2013;-
02 ENE 2013;2;miércoles;enero;2013;8447,60
03 ENE 2013;3;jueves;enero;2013;8403,40
04 ENE 2013;4;viernes;enero;2013;8435,80
07 ENE 2013;7;lunes;enero;2013;8419,00
08 ENE 2013;8;martes;enero;2013;8453,00
09 ENE 2013;9;miércoles;enero;2013;8606,40
10 ENE 2013;10;jueves;enero;2013;8618,90
11 ENE 2013;11;viernes;enero;2013;8664,70
14 ENE 2013;14;lunes;enero;2013;8632,10
15 ENE 2013;15;martes;enero;2013;8601,00
16 ENE 2013;16;miércoles;enero;2013;8581,10
17 ENE 2013;17;jueves;enero;2013;8628,90
18 ENE 2013;18;viernes;enero;2013;8604,00
21 ENE 2013;21;lunes;enero;2013;8665,90
22 ENE 2013;22;martes;enero;2013;8632,10
23 ENE 2013;23;miércoles;enero;2013;8613,30
24 ENE 2013;24;jueves;enero;2013;8665,60
25 ENE 2013;25;viernes;enero;2013;8724,60
28 ENE 2013;28;lunes;enero;2013;8672,50
29 ENE 2013;29;martes;enero;2013;8643,00
30 ENE 2013;30;miércoles;enero;2013;8571,90
31 ENE 2013;31;jueves;enero;2013;8362,30
01 FEB 2013;1;viernes;febrero;2013;8229,70
04 FEB 2013;4;lunes;febrero;2013;7919,60
05 FEB 2013;5;martes;febrero;2013;8093,60
06 FEB 2013;6;miércoles;febrero;2013;8056,20
07 FEB 2013;7;jueves;febrero;2013;8014,60
08 FEB 2013;8;viernes;febrero;2013;8174,90
11 FEB 2013;11;lunes;febrero;2013;8078,60
12 FEB 2013;12;martes;febrero;2013;8234,70
13 FEB 2013;13;miércoles;febrero;2013;8306,20
14 FEB 2013;14;jueves;febrero;2013;8247,40
15 FEB 2013;15;viernes;febrero;2013;8150,20
18 FEB 2013;18;lunes;febrero;2013;8108,90
19 FEB 2013;19;martes;febrero;2013;8225,30
20 FEB 2013;20;miércoles;febrero;2013;8163,00
21 FEB 2013;21;jueves;febrero;2013;8014,50
22 FEB 2013;22;viernes;febrero;2013;8179,00
25 FEB 2013;25;lunes;febrero;2013;8244,50
26 FEB 2013;26;martes;febrero;2013;7980,70
27 FEB 2013;27;miércoles;febrero;2013;8136,70
28 FEB 2013;28;jueves;febrero;2013;8230,30
01 MAR 2013;1;viernes;marzo;2013;8187,10
04 MAR 2013;4;lunes;marzo;2013;8246,30
05 MAR 2013;5;martes;marzo;2013;8423,30
06 MAR 2013;6;miércoles;marzo;2013;8358,90
07 MAR 2013;7;jueves;marzo;2013;8389,10
08 MAR 2013;8;viernes;marzo;2013;8628,10
11 MAR 2013;11;lunes;marzo;2013;8554,40
12 MAR 2013;12;martes;marzo;2013;8532,30
13 MAR 2013;13;miércoles;marzo;2013;8498,30
14 MAR 2013;14;jueves;marzo;2013;8657,90
15 MAR 2013;15;viernes;marzo;2013;8619,10
18 MAR 2013;18;lunes;marzo;2013;8507,80
19 MAR 2013;19;martes;marzo;2013;8321,00
20 MAR 2013;20;miércoles;marzo;2013;8416,30
21 MAR 2013;21;jueves;marzo;2013;8351,20
22 MAR 2013;22;viernes;marzo;2013;8329,50
25 MAR 2013;25;lunes;marzo;2013;8140,60
26 MAR 2013;26;martes;marzo;2013;7990,50
27 MAR 2013;27;miércoles;marzo;2013;7900,40
28 MAR 2013;28;jueves;marzo;2013;7920,00
29 MAR 2013;29;viernes;marzo;2013;-
01 ABR 2013;1;lunes;abril;2013;-
02 ABR 2013;2;martes;abril;2013;8050,40
03 ABR 2013;3;miércoles;abril;2013;7904,30
04 ABR 2013;4;jueves;abril;2013;7847,90
05 ABR 2013;5;viernes;abril;2013;7798,40
08 ABR 2013;8;lunes;abril;2013;7787,10
09 ABR 2013;9;martes;abril;2013;7872,50
10 ABR 2013;10;miércoles;abril;2013;8136,40
11 ABR 2013;11;jueves;abril;2013;8159,50
12 ABR 2013;12;viernes;abril;2013;8040,40
15 ABR 2013;15;lunes;abril;2013;8014,10
16 ABR 2013;16;martes;abril;2013;7948,70
17 ABR 2013;17;miércoles;abril;2013;7803,00
18 ABR 2013;18;jueves;abril;2013;7812,50
19 ABR 2013;19;viernes;abril;2013;7915,50
22 ABR 2013;22;lunes;abril;2013;8027,70
23 ABR 2013;23;martes;abril;2013;8289,30
24 ABR 2013;24;miércoles;abril;2013;8389,30
25 ABR 2013;25;jueves;abril;2013;8365,10
26 ABR 2013;26;viernes;abril;2013;8297,00
29 ABR 2013;29;lunes;abril;2013;8450,90
30 ABR 2013;30;martes;abril;2013;8419,00
01 MAY 2013;1;miércoles;mayo;2013;-
02 MAY 2013;2;jueves;mayo;2013;8406,40
03 MAY 2013;3;viernes;mayo;2013;8544,80
06 MAY 2013;6;lunes;mayo;2013;8503,80
07 MAY 2013;7;martes;mayo;2013;8544,00
08 MAY 2013;8;miércoles;mayo;2013;8597,00
09 MAY 2013;9;jueves;mayo;2013;8572,70
10 MAY 2013;10;viernes;mayo;2013;8544,50
13 MAY 2013;13;lunes;mayo;2013;8457,80
14 MAY 2013;14;martes;mayo;2013;8474,60
15 MAY 2013;15;miércoles;mayo;2013;8582,50
16 MAY 2013;16;jueves;mayo;2013;8542,30
17 MAY 2013;17;viernes;mayo;2013;8582,40
20 MAY 2013;20;lunes;mayo;2013;8515,20
21 MAY 2013;21;martes;mayo;2013;8464,50
22 MAY 2013;22;miércoles;mayo;2013;8462,40
23 MAY 2013;23;jueves;mayo;2013;8343,60
24 MAY 2013;24;viernes;mayo;2013;8264,60
27 MAY 2013;27;lunes;mayo;2013;8363,60
28 MAY 2013;28;martes;mayo;2013;8511,30
29 MAY 2013;29;miércoles;mayo;2013;8441,70
30 MAY 2013;30;jueves;mayo;2013;8433,50
31 MAY 2013;31;viernes;mayo;2013;8320,60
03 JUN 2013;3;lunes;junio;2013;8284,40
04 JUN 2013;4;martes;junio;2013;8363,00
05 JUN 2013;5;miércoles;junio;2013;8290,70
06 JUN 2013;6;jueves;junio;2013;8216,70
07 JUN 2013;7;viernes;junio;2013;8266,60
10 JUN 2013;10;lunes;junio;2013;8227,40
11 JUN 2013;11;martes;junio;2013;8089,30
12 JUN 2013;12;miércoles;junio;2013;8123,80
13 JUN 2013;13;jueves;junio;2013;8071,70
14 JUN 2013;14;viernes;junio;2013;8070,90
17 JUN 2013;17;lunes;junio;2013;8136,30
18 JUN 2013;18;martes;junio;2013;8180,20
19 JUN 2013;19;miércoles;junio;2013;8098,30
20 JUN 2013;20;jueves;junio;2013;7822,10
21 JUN 2013;21;viernes;junio;2013;7700,20
24 JUN 2013;24;lunes;junio;2013;7553,20
25 JUN 2013;25;martes;junio;2013;7607,70
26 JUN 2013;26;miércoles;junio;2013;7823,00
27 JUN 2013;27;jueves;junio;2013;7844,40
28 JUN 2013;28;viernes;junio;2013;7762,70
01 JUL 2013;1;lunes;julio;2013;7907,10
02 JUL 2013;2;martes;julio;2013;7886,60
03 JUL 2013;3;miércoles;julio;2013;7763,80
04 JUL 2013;4;jueves;julio;2013;8002,00
05 JUL 2013;5;viernes;julio;2013;7868,40
08 JUL 2013;8;lunes;julio;2013;8017,60
09 JUL 2013;9;martes;julio;2013;8014,80
10 JUL 2013;10;miércoles;julio;2013;7995,00
11 JUL 2013;11;jueves;julio;2013;8030,70
12 JUL 2013;12;viernes;julio;2013;7844,70
15 JUL 2013;15;lunes;julio;2013;7855,10
16 JUL 2013;16;martes;julio;2013;7798,20
17 JUL 2013;17;miércoles;julio;2013;7812,70
18 JUL 2013;18;jueves;julio;2013;7957,30
19 JUL 2013;19;viernes;julio;2013;7943,20
22 JUL 2013;22;lunes;julio;2013;7966,00
23 JUL 2013;23;martes;julio;2013;8073,70
24 JUL 2013;24;miércoles;julio;2013;8192,50
25 JUL 2013;25;jueves;julio;2013;8282,10
26 JUL 2013;26;viernes;julio;2013;8353,60
29 JUL 2013;29;lunes;julio;2013;8376,10
30 JUL 2013;30;martes;julio;2013;8456,50
31 JUL 2013;31;miércoles;julio;2013;8433,40
01 AGO 2013;1;jueves;agosto;2013;8540,20
02 AGO 2013;2;viernes;agosto;2013;8574,00
05 AGO 2013;5;lunes;agosto;2013;8560,80
06 AGO 2013;6;martes;agosto;2013;8529,50
07 AGO 2013;7;miércoles;agosto;2013;8574,10
08 AGO 2013;8;jueves;agosto;2013;8671,80
09 AGO 2013;9;viernes;agosto;2013;8735,50
12 AGO 2013;12;lunes;agosto;2013;8717,70
13 AGO 2013;13;martes;agosto;2013;8758,50
14 AGO 2013;14;miércoles;agosto;2013;8789,30
15 AGO 2013;15;jueves;agosto;2013;8737,60
16 AGO 2013;16;viernes;agosto;2013;8821,30
19 AGO 2013;19;lunes;agosto;2013;8657,10
20 AGO 2013;20;martes;agosto;2013;8502,40
21 AGO 2013;21;miércoles;agosto;2013;8461,80
22 AGO 2013;22;jueves;agosto;2013;8629,70
23 AGO 2013;23;viernes;agosto;2013;8686,80
26 AGO 2013;26;lunes;agosto;2013;8649,90
27 AGO 2013;27;martes;agosto;2013;8394,00
28 AGO 2013;28;miércoles;agosto;2013;8398,10
29 AGO 2013;29;jueves;agosto;2013;8432,10
30 AGO 2013;30;viernes;agosto;2013;8290,50
02 SEP 2013;2;lunes;septiembre;2013;8429,60
03 SEP 2013;3;martes;septiembre;2013;8445,20
04 SEP 2013;4;miércoles;septiembre;2013;8490,30
05 SEP 2013;5;jueves;septiembre;2013;8550,00
06 SEP 2013;6;viernes;septiembre;2013;8655,00
09 SEP 2013;9;lunes;septiembre;2013;8632,50
10 SEP 2013;10;martes;septiembre;2013;8801,60
11 SEP 2013;11;miércoles;septiembre;2013;8875,20
12 SEP 2013;12;jueves;septiembre;2013;8924,20
13 SEP 2013;13;viernes;septiembre;2013;8941,60
16 SEP 2013;16;lunes;septiembre;2013;8999,50
17 SEP 2013;17;martes;septiembre;2013;8992,00
18 SEP 2013;18;miércoles;septiembre;2013;9062,50
19 SEP 2013;19;jueves;septiembre;2013;9153,70
20 SEP 2013;20;viernes;septiembre;2013;9171,80
23 SEP 2013;23;lunes;septiembre;2013;9109,50
24 SEP 2013;24;martes;septiembre;2013;9167,60
25 SEP 2013;25;miércoles;septiembre;2013;9242,90
26 SEP 2013;26;jueves;septiembre;2013;9272,40
27 SEP 2013;27;viernes;septiembre;2013;9228,40
30 SEP 2013;30;lunes;septiembre;2013;9186,10
01 OCT 2013;1;martes;octubre;2013;9341,50
02 OCT 2013;2;miércoles;octubre;2013;9350,00
03 OCT 2013;3;jueves;octubre;2013;9295,70
04 OCT 2013;4;viernes;octubre;2013;9420,90
07 OCT 2013;7;lunes;octubre;2013;9381,90
08 OCT 2013;8;martes;octubre;2013;9318,90
09 OCT 2013;9;miércoles;octubre;2013;9439,00
10 OCT 2013;10;jueves;octubre;2013;9660,50
11 OCT 2013;11;viernes;octubre;2013;9668,50
14 OCT 2013;14;lunes;octubre;2013;9696,00
15 OCT 2013;15;martes;octubre;2013;9805,30
16 OCT 2013;16;miércoles;octubre;2013;9879,00
17 OCT 2013;17;jueves;octubre;2013;9918,00
18 OCT 2013;18;viernes;octubre;2013;10001,80
21 OCT 2013;21;lunes;octubre;2013;10037,80
22 OCT 2013;22;martes;octubre;2013;10012,90
23 OCT 2013;23;miércoles;octubre;2013;9828,30
24 OCT 2013;24;jueves;octubre;2013;9915,40
25 OCT 2013;25;viernes;octubre;2013;9815,50
28 OCT 2013;28;lunes;octubre;2013;9736,20
29 OCT 2013;29;martes;octubre;2013;9863,90
30 OCT 2013;30;miércoles;octubre;2013;9778,70
31 OCT 2013;31;jueves;octubre;2013;9907,90
01 NOV 2013;1;viernes;noviembre;2013;9838,30
04 NOV 2013;4;lunes;noviembre;2013;9873,80
05 NOV 2013;5;martes;noviembre;2013;9795,70
06 NOV 2013;6;miércoles;noviembre;2013;9837,10
07 NOV 2013;7;jueves;noviembre;2013;9740,40
08 NOV 2013;8;viernes;noviembre;2013;9747,20
11 NOV 2013;11;lunes;noviembre;2013;9789,50
12 NOV 2013;12;martes;noviembre;2013;9707,60
13 NOV 2013;13;miércoles;noviembre;2013;9675,20
14 NOV 2013;14;jueves;noviembre;2013;9708,70
15 NOV 2013;15;viernes;noviembre;2013;9695,90
18 NOV 2013;18;lunes;noviembre;2013;9783,10
19 NOV 2013;19;martes;noviembre;2013;9629,80
20 NOV 2013;20;miércoles;noviembre;2013;9559,50
21 NOV 2013;21;jueves;noviembre;2013;9599,30
22 NOV 2013;22;viernes;noviembre;2013;9677,40
25 NOV 2013;25;lunes;noviembre;2013;9689,10
26 NOV 2013;26;martes;noviembre;2013;9714,60
27 NOV 2013;27;miércoles;noviembre;2013;9808,40
28 NOV 2013;28;jueves;noviembre;2013;9859,80
29 NOV 2013;29;viernes;noviembre;2013;9837,60
02 DIC 2013;2;lunes;diciembre;2013;9745,50
03 DIC 2013;3;martes;diciembre;2013;9605,00
04 DIC 2013;4;miércoles;diciembre;2013;9540,50
05 DIC 2013;5;jueves;diciembre;2013;9392,10
06 DIC 2013;6;viernes;diciembre;2013;9400,50
09 DIC 2013;9;lunes;diciembre;2013;9487,40
10 DIC 2013;10;martes;diciembre;2013;9438,30
11 DIC 2013;11;miércoles;diciembre;2013;9358,70
12 DIC 2013;12;jueves;diciembre;2013;9272,10
13 DIC 2013;13;viernes;diciembre;2013;9272,70
16 DIC 2013;16;lunes;diciembre;2013;9429,50
17 DIC 2013;17;martes;diciembre;2013;9343,40
18 DIC 2013;18;miércoles;diciembre;2013;9443,60
19 DIC 2013;19;jueves;diciembre;2013;9664,30
20 DIC 2013;20;viernes;diciembre;2013;9689,90
23 DIC 2013;23;lunes;diciembre;2013;9758,40
24 DIC 2013;24;martes;diciembre;2013;9819,50
25 DIC 2013;25;miércoles;diciembre;2013;-
26 DIC 2013;26;jueves;diciembre;2013;-
27 DIC 2013;27;viernes;diciembre;2013;9900,10
30 DIC 2013;30;lunes;diciembre;2013;9901,90
31 DIC 2013;31;martes;diciembre;2013;9916,70
01 ENE 2014;1;miércoles;enero;2014;-
02 ENE 2014;2;jueves;enero;2014;9760,30
03 ENE 2014;3;viernes;enero;2014;9798,00
06 ENE 2014;6;lunes;enero;2014;9888,50
07 ENE 2014;7;martes;enero;2014;10178,70
08 ENE 2014;8;miércoles;enero;2014;10253,60
09 ENE 2014;9;jueves;enero;2014;10234,20
10 ENE 2014;10;viernes;enero;2014;10290,60
13 ENE 2014;13;lunes;enero;2014;10365,50
14 ENE 2014;14;martes;enero;2014;10382,00
15 ENE 2014;15;miércoles;enero;2014;10525,00
16 ENE 2014;16;jueves;enero;2014;10455,50
17 ENE 2014;17;viernes;enero;2014;10465,70
20 ENE 2014;20;lunes;enero;2014;10454,10
21 ENE 2014;21;martes;enero;2014;10357,40
22 ENE 2014;22;miércoles;enero;2014;10279,70
23 ENE 2014;23;jueves;enero;2014;10241,20
24 ENE 2014;24;viernes;enero;2014;9868,90
27 ENE 2014;27;lunes;enero;2014;9758,40
28 ENE 2014;28;martes;enero;2014;9879,10
29 ENE 2014;29;miércoles;enero;2014;9896,20
30 ENE 2014;30;jueves;enero;2014;9964,50
31 ENE 2014;31;viernes;enero;2014;9920,20
03 FEB 2014;3;lunes;febrero;2014;9725,40
04 FEB 2014;4;martes;febrero;2014;9754,30
05 FEB 2014;5;miércoles;febrero;2014;9775,00
06 FEB 2014;6;jueves;febrero;2014;9964,60
07 FEB 2014;7;viernes;febrero;2014;10072,40
10 FEB 2014;10;lunes;febrero;2014;9982,70
11 FEB 2014;11;martes;febrero;2014;10091,20
12 FEB 2014;12;miércoles;febrero;2014;10080,80
13 FEB 2014;13;jueves;febrero;2014;10098,90
14 FEB 2014;14;viernes;febrero;2014;10132,80
17 FEB 2014;17;lunes;febrero;2014;10118,60
18 FEB 2014;18;martes;febrero;2014;10042,70
19 FEB 2014;19;miércoles;febrero;2014;10053,80
20 FEB 2014;20;jueves;febrero;2014;10062,20
21 FEB 2014;21;viernes;febrero;2014;10071,00
24 FEB 2014;24;lunes;febrero;2014;10193,10
25 FEB 2014;25;martes;febrero;2014;10242,50
26 FEB 2014;26;miércoles;febrero;2014;10224,30
27 FEB 2014;27;jueves;febrero;2014;10164,10
28 FEB 2014;28;viernes;febrero;2014;10114,20
03 MAR 2014;3;lunes;marzo;2014;9878,70
04 MAR 2014;4;martes;marzo;2014;10126,70
05 MAR 2014;5;miércoles;marzo;2014;10215,20
06 MAR 2014;6;jueves;marzo;2014;10304,00
07 MAR 2014;7;viernes;marzo;2014;10164,20
10 MAR 2014;10;lunes;marzo;2014;10194,60
11 MAR 2014;11;martes;marzo;2014;10163,30
12 MAR 2014;12;miércoles;marzo;2014;10070,40
13 MAR 2014;13;jueves;marzo;2014;9950,30
14 MAR 2014;14;viernes;marzo;2014;9812,00
17 MAR 2014;17;lunes;marzo;2014;9975,00
18 MAR 2014;18;martes;marzo;2014;10051,40
19 MAR 2014;19;miércoles;marzo;2014;10093,30
20 MAR 2014;20;jueves;marzo;2014;10079,90
21 MAR 2014;21;viernes;marzo;2014;10053,10
24 MAR 2014;24;lunes;marzo;2014;9913,10
25 MAR 2014;25;martes;marzo;2014;9990,50
26 MAR 2014;26;miércoles;marzo;2014;10140,80
27 MAR 2014;27;jueves;marzo;2014;10199,00
28 MAR 2014;28;viernes;marzo;2014;10328,90
31 MAR 2014;31;lunes;marzo;2014;10340,50
01 ABR 2014;1;martes;abril;2014;10463,10
02 ABR 2014;2;miércoles;abril;2014;10435,80
03 ABR 2014;3;jueves;abril;2014;10584,10
04 ABR 2014;4;viernes;abril;2014;10677,20
07 ABR 2014;7;lunes;abril;2014;10606,20
08 ABR 2014;8;martes;abril;2014;10480,50
09 ABR 2014;9;miércoles;abril;2014;10485,20
10 ABR 2014;10;jueves;abril;2014;10336,10
11 ABR 2014;11;viernes;abril;2014;10205,40
14 ABR 2014;14;lunes;abril;2014;10188,20
15 ABR 2014;15;martes;abril;2014;10103,50
16 ABR 2014;16;miércoles;abril;2014;10267,90
17 ABR 2014;17;jueves;abril;2014;10292,40
18 ABR 2014;18;viernes;abril;2014;-
21 ABR 2014;21;lunes;abril;2014;-
22 ABR 2014;22;martes;abril;2014;10437,80
23 ABR 2014;23;miércoles;abril;2014;10424,40
24 ABR 2014;24;jueves;abril;2014;10462,00
25 ABR 2014;25;viernes;abril;2014;10306,20
28 ABR 2014;28;lunes;abril;2014;10320,90
29 ABR 2014;29;martes;abril;2014;10461,00
30 ABR 2014;30;miércoles;abril;2014;10459,00
01 MAY 2014;1;jueves;mayo;2014;-
02 MAY 2014;2;viernes;mayo;2014;10474,50
05 MAY 2014;5;lunes;mayo;2014;10477,00
06 MAY 2014;6;martes;mayo;2014;10481,40
07 MAY 2014;7;miércoles;mayo;2014;10413,80
08 MAY 2014;8;jueves;mayo;2014;10591,20
09 MAY 2014;9;viernes;mayo;2014;10487,20
12 MAY 2014;12;lunes;mayo;2014;10567,00
13 MAY 2014;13;martes;mayo;2014;10587,20
14 MAY 2014;14;miércoles;mayo;2014;10613,90
15 MAY 2014;15;jueves;mayo;2014;10365,00
16 MAY 2014;16;viernes;mayo;2014;10478,70
19 MAY 2014;19;lunes;mayo;2014;10425,50
20 MAY 2014;20;martes;mayo;2014;10453,80
21 MAY 2014;21;miércoles;mayo;2014;10531,40
