,diames,diasemana,mestexto,año,valor
2000-08-08,28,miércoles,marzo,2001,9163.4
2000-08-09,29,jueves,marzo,2001,9222.8
2000-08-10,30,viernes,marzo,2001,9308.3
2000-08-11,2,lunes,abril,2001,9324.3
2000-08-12,3,martes,abril,2001,9011.8
2000-08-13,4,miércoles,abril,2001,9172.4
2000-08-14,5,jueves,abril,2001,9340.2
2000-08-15,6,viernes,abril,2001,9328.4
2000-08-16,9,lunes,abril,2001,9453.5
2000-08-17,10,martes,abril,2001,9601.8
2000-08-18,11,miércoles,abril,2001,9613.9
2000-08-19,12,jueves,abril,2001,9648.8
2000-08-22,17,martes,abril,2001,9526.5
2000-08-23,18,miércoles,abril,2001,9797.8
2000-08-24,19,jueves,abril,2001,9798.0
2000-08-25,20,viernes,abril,2001,9547.5
2000-08-26,23,lunes,abril,2001,9269.4
2000-08-27,24,martes,abril,2001,9418.9
2000-08-28,25,miércoles,abril,2001,9350.4
2000-08-29,26,jueves,abril,2001,9523.9
2000-08-30,27,viernes,abril,2001,9634.6
2000-08-31,30,lunes,abril,2001,9761.0
2000-09-02,2,miércoles,mayo,2001,9633.5
2000-09-03,3,jueves,mayo,2001,9497.2
2000-09-04,4,viernes,mayo,2001,9542.7
2000-09-05,7,lunes,mayo,2001,9589.2
2000-09-06,8,martes,mayo,2001,9658.0
2000-09-07,9,miércoles,mayo,2001,9654.3
2000-09-08,10,jueves,mayo,2001,9781.5
2000-09-09,11,viernes,mayo,2001,9684.5
2000-09-10,14,lunes,mayo,2001,9602.2
2000-09-11,15,martes,mayo,2001,9667.6
2000-09-12,16,miércoles,mayo,2001,9588.1
2000-09-13,17,jueves,mayo,2001,9661.5
2000-09-14,18,viernes,mayo,2001,9728.4
2000-09-15,21,lunes,mayo,2001,9678.2
2000-09-16,22,martes,mayo,2001,9626.9
2000-09-17,23,miércoles,mayo,2001,9632.6
2000-09-18,24,jueves,mayo,2001,9616.2
2000-09-19,25,viernes,mayo,2001,9468.4
2000-09-20,28,lunes,mayo,2001,9545.6
2000-09-21,29,martes,mayo,2001,9487.2
2000-09-22,30,miércoles,mayo,2001,9439.9
2000-09-23,31,jueves,mayo,2001,9500.7
2000-09-24,1,viernes,junio,2001,9399.4
2000-09-25,4,lunes,junio,2001,9561.5
2000-09-26,5,martes,junio,2001,9601.8
2000-09-27,6,miércoles,junio,2001,9530.7
2000-09-28,7,jueves,junio,2001,9516.8
2000-09-29,8,viernes,junio,2001,9607.3
2000-09-30,11,lunes,junio,2001,9606.8
2000-10-01,12,martes,junio,2001,9444.0
2000-10-02,13,miércoles,junio,2001,9522.5
2000-10-03,14,jueves,junio,2001,9476.6
2000-10-04,15,viernes,junio,2001,9363.3
2000-10-05,18,lunes,junio,2001,9018.7
2000-10-06,19,martes,junio,2001,9047.9
2000-10-07,20,miércoles,junio,2001,9021.5
2000-10-08,21,jueves,junio,2001,8920.9
2000-10-09,22,viernes,junio,2001,8925.2
2000-10-10,25,lunes,junio,2001,8964.3
2000-10-11,26,martes,junio,2001,8792.7
2000-10-12,27,miércoles,junio,2001,8787.6
2000-10-13,28,jueves,junio,2001,8855.9
2000-10-14,29,viernes,junio,2001,8878.4
2000-10-15,2,lunes,julio,2001,9073.3
2000-10-16,3,martes,julio,2001,9015.9
2000-10-17,4,miércoles,julio,2001,8885.0
2000-10-18,5,jueves,julio,2001,8787.6
2000-10-19,6,viernes,julio,2001,8501.9
2000-10-20,9,lunes,julio,2001,8526.2
2000-10-21,10,martes,julio,2001,8465.1
2000-10-22,11,miércoles,julio,2001,8266.1
2000-10-23,12,jueves,julio,2001,8166.7
2000-10-24,13,viernes,julio,2001,8303.9
2000-10-25,16,lunes,julio,2001,8296.1
2000-10-26,17,martes,julio,2001,8372.7
2000-10-27,18,miércoles,julio,2001,8210.1
2000-10-28,19,jueves,julio,2001,8354.2
2000-10-29,20,viernes,julio,2001,8304.1
2000-10-30,23,lunes,julio,2001,8378.9
2000-10-31,24,martes,julio,2001,8373.8
2000-11-01,25,miércoles,julio,2001,8153.5
2000-11-02,26,jueves,julio,2001,8231.0
2000-11-03,27,viernes,julio,2001,8217.0
2000-11-04,30,lunes,julio,2001,8417.9
2000-11-05,31,martes,julio,2001,8480.0
2000-11-06,1,miércoles,agosto,2001,8557.3
2000-11-07,2,jueves,agosto,2001,8608.7
2000-11-08,3,viernes,agosto,2001,8564.7
2000-11-09,6,lunes,agosto,2001,8636.2
2000-11-10,7,martes,agosto,2001,8567.7
2000-11-11,8,miércoles,agosto,2001,8439.2
2000-11-12,9,jueves,agosto,2001,8292.0
2000-11-13,10,viernes,agosto,2001,8203.0
2000-11-14,13,lunes,agosto,2001,8337.7
2000-11-15,14,martes,agosto,2001,8450.0
2000-11-17,16,jueves,agosto,2001,8322.9
2000-11-18,17,viernes,agosto,2001,8200.1
2000-11-19,20,lunes,agosto,2001,8190.3
2000-11-20,21,martes,agosto,2001,8196.0
2000-11-21,22,miércoles,agosto,2001,8305.6
2000-11-22,23,jueves,agosto,2001,8401.3
2000-11-23,24,viernes,agosto,2001,8540.6
2000-11-24,27,lunes,agosto,2001,8515.6
2000-11-25,28,martes,agosto,2001,8372.9
2000-11-26,29,miércoles,agosto,2001,8425.3
2000-11-27,30,jueves,agosto,2001,8232.1
2000-11-28,31,viernes,agosto,2001,8321.1
2000-11-29,3,lunes,septiembre,2001,8153.0
2000-11-30,4,martes,septiembre,2001,8291.2
2000-12-01,5,miércoles,septiembre,2001,8117.3
2000-12-02,6,jueves,septiembre,2001,7904.7
2000-12-03,7,viernes,septiembre,2001,7727.2
2000-12-04,10,lunes,septiembre,2001,7678.7
2000-12-05,11,martes,septiembre,2001,7328.4
2000-12-06,12,miércoles,septiembre,2001,7336.7
2000-12-07,13,jueves,septiembre,2001,7338.7
2000-12-08,14,viernes,septiembre,2001,6911.8
2000-12-09,17,lunes,septiembre,2001,7094.8
2000-12-10,18,martes,septiembre,2001,7043.8
2000-12-11,19,miércoles,septiembre,2001,6933.6
2000-12-12,20,jueves,septiembre,2001,6725.3
2000-12-13,21,viernes,septiembre,2001,6498.4
2000-12-14,24,lunes,septiembre,2001,6885.7
2000-12-15,25,martes,septiembre,2001,7000.5
2000-12-16,26,miércoles,septiembre,2001,7050.9
2000-12-17,27,jueves,septiembre,2001,7197.9
2000-12-18,28,viernes,septiembre,2001,7314.0
2000-12-19,1,lunes,octubre,2001,7193.1
2000-12-20,2,martes,octubre,2001,7309.9
2000-12-21,3,miércoles,octubre,2001,7245.0
2000-12-22,4,jueves,octubre,2001,7466.3
2000-12-23,5,viernes,octubre,2001,7169.3
2000-12-24,8,lunes,octubre,2001,7200.0
2000-12-25,9,martes,octubre,2001,7278.4
2000-12-26,10,miércoles,octubre,2001,7529.6
2000-12-27,11,jueves,octubre,2001,7553.1
2000-12-29,15,lunes,octubre,2001,7511.9
2000-12-30,16,martes,octubre,2001,7643.7
2000-12-31,17,miércoles,octubre,2001,7918.6
2001-01-01,18,jueves,octubre,2001,7802.3
2001-01-02,19,viernes,octubre,2001,7590.7
2001-01-03,22,lunes,octubre,2001,7780.4
2001-01-04,23,martes,octubre,2001,7943.3
2001-01-05,24,miércoles,octubre,2001,8096.7
2001-01-06,25,jueves,octubre,2001,7879.3
2001-01-07,26,viernes,octubre,2001,7958.3
2001-01-08,29,lunes,octubre,2001,7795.3
2001-01-09,30,martes,octubre,2001,7562.5
2001-01-10,31,miércoles,octubre,2001,7774.26
2001-01-11,1,jueves,noviembre,2001,7754.8
2001-01-12,2,viernes,noviembre,2001,7677.5
2001-01-13,5,lunes,noviembre,2001,7926.0
2001-01-14,6,martes,noviembre,2001,8017.8
2001-01-15,7,miércoles,noviembre,2001,8118.4
2001-01-16,8,jueves,noviembre,2001,8363.3
2001-01-17,9,viernes,noviembre,2001,8222.0
2001-01-18,12,lunes,noviembre,2001,8059.8
2001-01-19,13,martes,noviembre,2001,8383.1
2001-01-20,14,miércoles,noviembre,2001,8463.6
2001-01-21,15,jueves,noviembre,2001,8500.3
2001-01-22,16,viernes,noviembre,2001,8536.6
2001-01-23,19,lunes,noviembre,2001,8691.1
2001-01-24,20,martes,noviembre,2001,8540.6
2001-01-25,21,miércoles,noviembre,2001,8425.4
2001-01-26,22,jueves,noviembre,2001,8506.1
2001-01-27,23,viernes,noviembre,2001,8531.7
2001-01-28,26,lunes,noviembre,2001,8563.1
2001-01-29,27,martes,noviembre,2001,8439.3
2001-01-30,28,miércoles,noviembre,2001,8348.3
2001-01-31,29,jueves,noviembre,2001,8272.9
2001-02-01,30,viernes,noviembre,2001,8364.7
2001-02-02,3,lunes,diciembre,2001,8302.9
2001-02-03,4,martes,diciembre,2001,8514.6
2001-02-04,5,miércoles,diciembre,2001,8825.5
2001-02-06,7,viernes,diciembre,2001,8703.2
2001-02-07,10,lunes,diciembre,2001,8559.9
2001-02-08,11,martes,diciembre,2001,8636.7
2001-02-09,12,miércoles,diciembre,2001,8532.5
2001-02-10,13,jueves,diciembre,2001,8319.5
2001-02-11,14,viernes,diciembre,2001,8281.6
2001-02-12,17,lunes,diciembre,2001,8543.1
2001-02-13,18,martes,diciembre,2001,8474.1
2001-02-14,19,miércoles,diciembre,2001,8327.0
2001-02-15,20,jueves,diciembre,2001,8232.8
2001-02-16,21,viernes,diciembre,2001,8284.9
2001-02-20,27,jueves,diciembre,2001,8434.9
2001-02-21,28,viernes,diciembre,2001,8397.6
2001-02-24,2,miércoles,enero,2002,8377.1
2001-02-25,3,jueves,enero,2002,8554.7
2001-02-26,4,viernes,enero,2002,8463.1
2001-02-27,7,lunes,enero,2002,8177.3
2001-02-28,8,martes,enero,2002,8186.6
2001-03-01,9,miércoles,enero,2002,8066.1
2001-03-02,10,jueves,enero,2002,7935.4
2001-03-03,11,viernes,enero,2002,7983.1
2001-03-04,14,lunes,enero,2002,7800.3
2001-03-05,15,martes,enero,2002,7948.7
2001-03-06,16,miércoles,enero,2002,7804.1
2001-03-07,17,jueves,enero,2002,7977.5
2001-03-08,18,viernes,enero,2002,8008.8
2001-03-09,21,lunes,enero,2002,7902.5
2001-03-10,22,martes,enero,2002,8033.1
2001-03-11,23,miércoles,enero,2002,8078.3
2001-03-12,24,jueves,enero,2002,8213.3
2001-03-13,25,viernes,enero,2002,8185.0
2001-03-14,28,lunes,enero,2002,8273.1
2001-03-15,29,martes,enero,2002,8178.4
2001-03-16,30,miércoles,enero,2002,8019.7
2001-03-17,31,jueves,enero,2002,8050.4
2001-03-18,1,viernes,febrero,2002,8171.1
2001-03-19,4,lunes,febrero,2002,8014.3
2001-03-20,5,martes,febrero,2002,7852.7
2001-03-21,6,miércoles,febrero,2002,7708.1
2001-03-22,7,jueves,febrero,2002,7872.4
2001-03-23,8,viernes,febrero,2002,7829.8
2001-03-24,11,lunes,febrero,2002,7819.7
2001-03-25,12,martes,febrero,2002,7787.8
2001-03-26,13,miércoles,febrero,2002,7867.2
2001-03-27,14,jueves,febrero,2002,8021.4
2001-03-28,15,viernes,febrero,2002,7920.4
2001-03-29,18,lunes,febrero,2002,7832.4
2001-03-30,19,martes,febrero,2002,7708.6
2001-03-31,20,miércoles,febrero,2002,7716.4
2001-04-01,21,jueves,febrero,2002,7736.5
2001-04-02,22,viernes,febrero,2002,7662.4
2001-04-03,25,lunes,febrero,2002,7775.1
2001-04-04,26,martes,febrero,2002,7847.0
2001-04-05,27,miércoles,febrero,2002,8101.4
2001-04-06,28,jueves,febrero,2002,8135.5
2001-04-07,1,viernes,marzo,2002,8230.7
2001-04-08,4,lunes,marzo,2002,8385.0
2001-04-09,5,martes,marzo,2002,8307.2
2001-04-10,6,miércoles,marzo,2002,8320.5
2001-04-11,7,jueves,marzo,2002,8382.2
2001-04-12,8,viernes,marzo,2002,8369.7
2001-04-13,11,lunes,marzo,2002,8317.9
2001-04-14,12,martes,marzo,2002,8225.9
2001-04-15,13,miércoles,marzo,2002,8199.0
2001-04-16,14,jueves,marzo,2002,8253.3
2001-04-17,15,viernes,marzo,2002,8318.8
2001-04-18,18,lunes,marzo,2002,8394.7
2001-04-19,19,martes,marzo,2002,8471.3
2001-04-20,20,miércoles,marzo,2002,8390.1
2001-04-21,21,jueves,marzo,2002,8334.4
2001-04-22,22,viernes,marzo,2002,8346.0
2001-04-23,25,lunes,marzo,2002,8167.2
2001-04-24,26,martes,marzo,2002,8123.2
2001-04-25,27,miércoles,marzo,2002,8158.0
2001-04-26,28,jueves,marzo,2002,8249.7
2001-04-29,2,martes,abril,2002,8202.1
2001-04-30,3,miércoles,abril,2002,8236.1
2001-05-01,4,jueves,abril,2002,8164.7
2001-05-02,5,viernes,abril,2002,8170.1
2001-05-03,8,lunes,abril,2002,7976.1
2001-05-04,9,martes,abril,2002,8038.5
2001-05-05,10,miércoles,abril,2002,8098.2
2001-05-06,11,jueves,abril,2002,7971.1
2001-05-07,12,viernes,abril,2002,8027.3
2001-05-08,15,lunes,abril,2002,8116.9
2001-05-09,16,martes,abril,2002,8353.5
2001-05-10,17,miércoles,abril,2002,8393.8
2001-05-11,18,jueves,abril,2002,8348.1
2001-05-12,19,viernes,abril,2002,8420.4
2001-05-13,22,lunes,abril,2002,8363.5
2001-05-14,23,martes,abril,2002,8356.9
2001-05-15,24,miércoles,abril,2002,8325.0
2001-05-16,25,jueves,abril,2002,8171.1
2001-05-17,26,viernes,abril,2002,8182.0
2001-05-18,29,lunes,abril,2002,8146.3
2001-05-19,30,martes,abril,2002,8154.4
2001-05-21,2,jueves,mayo,2002,8048.0
2001-05-22,3,viernes,mayo,2002,8019.0
2001-05-23,6,lunes,mayo,2002,7945.9
2001-05-24,7,martes,mayo,2002,7910.7
2001-05-25,8,miércoles,mayo,2002,8087.9
2001-05-26,9,jueves,mayo,2002,8041.4
2001-05-27,10,viernes,mayo,2002,7897.1
2001-05-28,13,lunes,mayo,2002,7998.1
2001-05-29,14,martes,mayo,2002,8103.6
2001-05-30,15,miércoles,mayo,2002,8162.1
2001-05-31,16,jueves,mayo,2002,8088.1
2001-06-01,17,viernes,mayo,2002,8090.6
2001-06-02,20,lunes,mayo,2002,8000.0
2001-06-03,21,martes,mayo,2002,7950.0
2001-06-04,22,miércoles,mayo,2002,7857.1
2001-06-05,23,jueves,mayo,2002,7902.1
2001-06-06,24,viernes,mayo,2002,7950.2
2001-06-07,27,lunes,mayo,2002,7993.0
2001-06-08,28,martes,mayo,2002,7925.1
2001-06-09,29,miércoles,mayo,2002,7946.7
2001-06-10,30,jueves,mayo,2002,7854.8
2001-06-11,31,viernes,mayo,2002,7949.9
2001-06-12,3,lunes,junio,2002,7899.7
2001-06-13,4,martes,junio,2002,7667.0
2001-06-14,5,miércoles,junio,2002,7619.1
2001-06-15,6,jueves,junio,2002,7577.5
2001-06-16,7,viernes,junio,2002,7480.6
2001-06-17,10,lunes,junio,2002,7483.1
2001-06-18,11,martes,junio,2002,7553.9
2001-06-19,12,miércoles,junio,2002,7387.6
2001-06-20,13,jueves,junio,2002,7296.5
2001-06-21,14,viernes,junio,2002,7128.2
2001-06-22,17,lunes,junio,2002,7333.0
2001-06-23,18,martes,junio,2002,7350.8
2001-06-24,19,miércoles,junio,2002,7212.7
2001-06-25,20,jueves,junio,2002,7060.3
2001-06-26,21,viernes,junio,2002,6925.5
2001-06-27,24,lunes,junio,2002,6651.4
2001-06-28,25,martes,junio,2002,6773.6
2001-06-29,26,miércoles,junio,2002,6683.4
2001-06-30,27,jueves,junio,2002,6695.8
2001-07-01,28,viernes,junio,2002,6913.0
2001-07-02,1,lunes,julio,2002,6893.6
2001-07-03,2,martes,julio,2002,6713.4
2001-07-04,3,miércoles,julio,2002,6592.2
2001-07-05,4,jueves,julio,2002,6686.6
2001-07-06,5,viernes,julio,2002,7078.4
2001-07-07,8,lunes,julio,2002,7133.8
2001-07-08,9,martes,julio,2002,6997.7
2001-07-09,10,miércoles,julio,2002,6858.3
2001-07-10,11,jueves,julio,2002,6637.7
2001-07-11,12,viernes,julio,2002,6724.6
2001-07-12,15,lunes,julio,2002,6420.9
2001-07-13,16,martes,julio,2002,6421.2
2001-07-14,17,miércoles,julio,2002,6660.6
2001-07-15,18,jueves,julio,2002,6751.6
2001-07-16,19,viernes,julio,2002,6420.4
2001-07-17,22,lunes,julio,2002,6251.9
2001-07-18,23,martes,julio,2002,6158.6
2001-07-19,24,miércoles,julio,2002,6004.5
2001-07-20,25,jueves,julio,2002,6310.1
2001-07-21,26,viernes,julio,2002,6303.4
2001-07-22,29,lunes,julio,2002,6659.8
2001-07-23,30,martes,julio,2002,6322.3
2001-07-24,31,miércoles,julio,2002,6249.3
2001-07-25,1,jueves,agosto,2002,6074.9
2001-07-26,2,viernes,agosto,2002,6114.1
2001-07-27,5,lunes,agosto,2002,5963.2
2001-07-28,6,martes,agosto,2002,6168.6
2001-07-29,7,miércoles,agosto,2002,6091.7
2001-07-30,8,jueves,agosto,2002,6396.1
2001-07-31,9,viernes,agosto,2002,6400.3
2001-08-01,12,lunes,agosto,2002,6221.1
2001-08-02,13,martes,agosto,2002,6271.4
2001-08-03,14,miércoles,agosto,2002,6104.6
2001-08-05,16,viernes,agosto,2002,6326.6
2001-08-06,19,lunes,agosto,2002,6583.0
2001-08-07,20,martes,agosto,2002,6466.3
2001-08-08,21,miércoles,agosto,2002,6528.1
2001-08-09,22,jueves,agosto,2002,6678.8
2001-08-10,23,viernes,agosto,2002,6590.1
2001-08-11,26,lunes,agosto,2002,6534.1
2001-08-12,27,martes,agosto,2002,6703.1
2001-08-13,28,miércoles,agosto,2002,6472.7
2001-08-14,29,jueves,agosto,2002,6370.9
2001-08-15,30,viernes,agosto,2002,6435.7
2001-08-16,2,lunes,septiembre,2002,6341.3
2001-08-17,3,martes,septiembre,2002,6141.9
2001-08-18,4,miércoles,septiembre,2002,6165.1
2001-08-19,5,jueves,septiembre,2002,6080.4
2001-08-20,6,viernes,septiembre,2002,6261.6
2001-08-21,9,lunes,septiembre,2002,6143.3
2001-08-22,10,martes,septiembre,2002,6295.7
2001-08-23,11,miércoles,septiembre,2002,6492.0
2001-08-24,12,jueves,septiembre,2002,6251.1
2001-08-25,13,viernes,septiembre,2002,6141.3
2001-08-26,16,lunes,septiembre,2002,6087.0
2001-08-27,17,martes,septiembre,2002,6082.0
2001-08-28,18,miércoles,septiembre,2002,5905.5
2001-08-29,19,jueves,septiembre,2002,5819.0
2001-08-30,20,viernes,septiembre,2002,5761.1
2001-08-31,23,lunes,septiembre,2002,5580.1
2001-09-01,24,martes,septiembre,2002,5390.9
2001-09-02,25,miércoles,septiembre,2002,5447.4
2001-09-03,26,jueves,septiembre,2002,5682.4
2001-09-04,27,viernes,septiembre,2002,5630.6
2001-09-05,30,lunes,septiembre,2002,5431.7
2001-09-06,1,martes,octubre,2002,5368.6
2001-09-07,2,miércoles,octubre,2002,5614.4
2001-09-08,3,jueves,octubre,2002,5551.7
2001-09-09,4,viernes,octubre,2002,5499.2
2001-09-10,7,lunes,octubre,2002,5464.3
2001-09-11,8,martes,octubre,2002,5454.1
2001-09-12,9,miércoles,octubre,2002,5364.5
2001-09-13,10,jueves,octubre,2002,5447.6
2001-09-14,11,viernes,octubre,2002,5661.0
2001-09-15,14,lunes,octubre,2002,5603.3
2001-09-16,15,martes,octubre,2002,5889.4
2001-09-17,16,miércoles,octubre,2002,5865.4
2001-09-18,17,jueves,octubre,2002,6023.5
2001-09-19,18,viernes,octubre,2002,6010.8
2001-09-20,21,lunes,octubre,2002,6031.4
2001-09-21,22,martes,octubre,2002,6040.8
2001-09-22,23,miércoles,octubre,2002,5881.4
2001-09-23,24,jueves,octubre,2002,6054.2
2001-09-24,25,viernes,octubre,2002,6092.5
2001-09-25,28,lunes,octubre,2002,6164.6
2001-09-26,29,martes,octubre,2002,6005.9
2001-09-27,30,miércoles,octubre,2002,6038.1
2001-09-28,31,jueves,octubre,2002,6139.4
2001-09-30,4,lunes,noviembre,2002,6366.2
2001-10-01,5,martes,noviembre,2002,6369.1
2001-10-02,6,miércoles,noviembre,2002,6319.1
2001-10-03,7,jueves,noviembre,2002,6115.6
2001-10-04,8,viernes,noviembre,2002,6074.2
2001-10-05,11,lunes,noviembre,2002,6060.0
2001-10-06,12,martes,noviembre,2002,6141.9
2001-10-07,13,miércoles,noviembre,2002,6133.5
2001-10-08,14,jueves,noviembre,2002,6271.7
2001-10-09,15,viernes,noviembre,2002,6250.8
2001-10-10,18,lunes,noviembre,2002,6356.3
2001-10-11,19,martes,noviembre,2002,6299.3
2001-10-12,20,miércoles,noviembre,2002,6264.3
2001-10-13,21,jueves,noviembre,2002,6498.9
2001-10-14,22,viernes,noviembre,2002,6539.2
2001-10-15,25,lunes,noviembre,2002,6580.7
2001-10-16,26,martes,noviembre,2002,6471.5
2001-10-17,27,miércoles,noviembre,2002,6700.1
2001-10-18,28,jueves,noviembre,2002,6704.1
2001-10-19,29,viernes,noviembre,2002,6685.6
2001-10-20,2,lunes,diciembre,2002,6736.3
2001-10-21,3,martes,diciembre,2002,6582.4
2001-10-22,4,miércoles,diciembre,2002,6512.8
2001-10-23,5,jueves,diciembre,2002,6425.3
2001-10-25,9,lunes,diciembre,2002,6291.0
2001-10-26,10,martes,diciembre,2002,6332.1
2001-10-27,11,miércoles,diciembre,2002,6371.5
2001-10-28,12,jueves,diciembre,2002,6251.6
2001-10-29,13,viernes,diciembre,2002,6120.6
2001-10-30,16,lunes,diciembre,2002,6311.4
2001-10-31,17,martes,diciembre,2002,6266.6
2001-11-01,18,miércoles,diciembre,2002,6155.8
2001-11-02,19,jueves,diciembre,2002,6168.3
2001-11-03,20,viernes,diciembre,2002,6208.0
2001-11-04,23,lunes,diciembre,2002,6240.2
2001-11-08,27,viernes,diciembre,2002,6081.3
2001-11-09,30,lunes,diciembre,2002,6036.9
2001-11-12,2,jueves,enero,2003,6284.0
2001-11-13,3,viernes,enero,2003,6237.3
2001-11-15,7,martes,enero,2003,6349.3
2001-11-16,8,miércoles,enero,2003,6377.2
2001-11-17,9,jueves,enero,2003,6433.0
2001-11-18,10,viernes,enero,2003,6438.9
2001-11-19,13,lunes,enero,2003,6534.7
2001-11-20,14,martes,enero,2003,6589.2
2001-11-21,15,miércoles,enero,2003,6566.8
2001-11-22,16,jueves,enero,2003,6610.6
2001-11-23,17,viernes,enero,2003,6458.2
2001-11-24,20,lunes,enero,2003,6390.8
2001-11-25,21,martes,enero,2003,6346.3
2001-11-26,22,miércoles,enero,2003,6249.7
2001-11-27,23,jueves,enero,2003,6310.2
2001-11-28,24,viernes,enero,2003,6268.9
2001-11-29,27,lunes,enero,2003,6022.4
2001-11-30,28,martes,enero,2003,5955.4
2001-12-01,29,miércoles,enero,2003,5941.0
2001-12-02,30,jueves,enero,2003,6019.6
2001-12-03,31,viernes,enero,2003,5947.7
2001-12-04,3,lunes,febrero,2003,6017.2
2001-12-05,4,martes,febrero,2003,5872.9
2001-12-06,5,miércoles,febrero,2003,6002.6
2001-12-07,6,jueves,febrero,2003,5885.6
2001-12-08,7,viernes,febrero,2003,5809.3
2001-12-09,10,lunes,febrero,2003,5787.6
2001-12-10,11,martes,febrero,2003,5923.3
2001-12-11,12,miércoles,febrero,2003,5840.2
2001-12-12,13,jueves,febrero,2003,5817.6
2001-12-13,14,viernes,febrero,2003,5972.8
2001-12-14,17,lunes,febrero,2003,6082.9
2001-12-15,18,martes,febrero,2003,6165.0
2001-12-16,19,miércoles,febrero,2003,6036.8
2001-12-17,20,jueves,febrero,2003,5989.3
2001-12-18,21,viernes,febrero,2003,6043.2
2001-12-19,24,lunes,febrero,2003,5952.1
2001-12-20,25,martes,febrero,2003,5803.2
2001-12-21,26,miércoles,febrero,2003,5782.0
2001-12-22,27,jueves,febrero,2003,5887.7
2001-12-23,28,viernes,febrero,2003,5999.4
2001-12-24,3,lunes,marzo,2003,5987.2
2001-12-25,4,martes,marzo,2003,5861.8
2001-12-26,5,miércoles,marzo,2003,5879.8
2001-12-27,6,jueves,marzo,2003,5816.9
2001-12-28,7,viernes,marzo,2003,5716.5
2001-12-29,10,lunes,marzo,2003,5569.4
2001-12-30,11,martes,marzo,2003,5606.4
2001-12-31,12,miércoles,marzo,2003,5452.4
2002-01-01,13,jueves,marzo,2003,5670.7
2002-01-02,14,viernes,marzo,2003,5904.9
2002-01-03,17,lunes,marzo,2003,6064.5
2002-01-04,18,martes,marzo,2003,6089.6
2002-01-05,19,miércoles,marzo,2003,6171.3
2002-01-06,20,jueves,marzo,2003,6102.1
2002-01-07,21,viernes,marzo,2003,6258.0
2002-01-08,24,lunes,marzo,2003,6005.0
2002-01-09,25,martes,marzo,2003,6123.8
2002-01-10,26,miércoles,marzo,2003,6142.8
2002-01-11,27,jueves,marzo,2003,6022.4
2002-01-12,28,viernes,marzo,2003,6029.2
2002-01-13,31,lunes,marzo,2003,5870.5
2002-01-14,1,martes,abril,2003,5953.2
2002-01-15,2,miércoles,abril,2003,6174.5
2002-01-16,3,jueves,abril,2003,6238.0
2002-01-17,4,viernes,abril,2003,6324.1
2002-01-18,7,lunes,abril,2003,6454.2
2002-01-19,8,martes,abril,2003,6397.3
2002-01-20,9,miércoles,abril,2003,6468.5
2002-01-21,10,jueves,abril,2003,6407.8
2002-01-22,11,viernes,abril,2003,6442.3
2002-01-23,14,lunes,abril,2003,6488.6
2002-01-24,15,martes,abril,2003,6560.8
2002-01-25,16,miércoles,abril,2003,6503.1
2002-01-26,17,jueves,abril,2003,6574.4
2002-01-29,22,martes,abril,2003,6577.6
2002-01-30,23,miércoles,abril,2003,6587.4
2002-01-31,24,jueves,abril,2003,6526.9
2002-02-01,25,viernes,abril,2003,6492.5
2002-02-02,28,lunes,abril,2003,6607.8
2002-02-03,29,martes,abril,2003,6557.2
2002-02-04,30,miércoles,abril,2003,6489.5
2002-02-06,2,viernes,mayo,2003,6456.4
2002-02-07,5,lunes,mayo,2003,6491.3
2002-02-08,6,martes,mayo,2003,6568.7
2002-02-09,7,miércoles,mayo,2003,6429.0
2002-02-10,8,jueves,mayo,2003,6300.5
2002-02-11,9,viernes,mayo,2003,6387.8
2002-02-12,12,lunes,mayo,2003,6395.0
2002-02-13,13,martes,mayo,2003,6376.0
2002-02-14,14,miércoles,mayo,2003,6363.4
2002-02-15,15,jueves,mayo,2003,6413.8
2002-02-16,16,viernes,mayo,2003,6481.5
2002-02-17,19,lunes,mayo,2003,6279.6
